Season,Team0,Team1,DayDate,Seed,Site,MOV,FG2M,FG2A,FG3M,FG3A,FT1M,FT1A,ORB,DRB,AST,TOVR,STL,BLK,PFL,Outcome
2017,3181,3332,2017-03-20,8,-1,-9,0,9,-7,-11,-2,-5,7,1,-5,1,3,3,7,1
2017,3274,3346,2017-03-20,8,-1,-7,-1,4,-10,-15,5,7,4,1,-10,-2,2,0,-3,1
2017,3243,3390,2017-03-20,-5,-1,-21,-7,-8,-4,-4,-3,-1,-7,-7,-11,1,-5,-2,-7,1
2017,3401,3417,2017-03-20,-1,1,-32,-12,5,-8,-10,0,0,10,-9,-17,5,-3,-5,2,1
2017,3328,3449,2017-03-20,-3,1,-26,-4,6,-6,-4,-12,-20,2,-6,-6,4,-1,-1,6,1
2017,3124,3257,2017-03-24,-3,0,34,14,0,-1,-3,7,8,1,15,6,-2,4,4,-2,0
2017,3280,3449,2017-03-24,-1,0,11,7,13,-5,-6,2,1,11,4,9,-3,1,7,3,0
2017,3323,3326,2017-03-24,-4,0,23,4,-6,3,0,12,10,0,12,0,-1,0,-1,-3,0
2017,3390,3400,2017-03-24,-1,0,11,-1,-6,3,9,10,15,3,3,-2,5,0,-2,-7,0
2017,3163,3417,2017-03-25,-3,1,15,4,-14,0,-7,7,12,-2,10,6,8,-6,1,-11,0
2017,3199,3333,2017-03-25,1,0,13,7,11,-2,-12,1,3,0,-7,-2,-14,12,-6,-6,0
2017,3268,3332,2017-03-25,7,0,-14,-2,-4,-6,-9,-4,1,1,0,-5,4,0,6,5,1
2017,3346,3376,2017-03-25,-11,0,-42,-14,-8,-4,-3,-10,-9,-5,-12,-10,4,-2,-2,7,1
2017,3124,3280,2017-03-26,1,0,-9,0,-14,-5,-5,-4,-2,-3,9,2,13,-5,7,0,1
2017,3323,3390,2017-03-26,1,0,-1,1,6,-6,-5,3,5,1,-2,-11,-7,4,-6,0,1
2017,3163,3332,2017-03-27,-9,1,38,14,14,2,9,8,11,6,4,9,-16,14,1,-5,0
2017,3199,3376,2017-03-27,-2,0,-7,0,26,-1,5,-6,-7,16,-11,4,-7,3,-4,7,1
2017,3163,3280,2017-03-31,1,0,-2,-5,-21,1,-7,7,12,-8,2,0,3,-4,7,-8,1
2017,3376,3390,2017-03-31,-1,0,9,0,1,-1,-1,10,16,4,-2,-3,-2,-2,0,-5,0
2017,3280,3376,2017-04-02,-1,0,-12,-6,0,2,9,-2,-4,-4,-9,1,-1,-2,-5,5,1
2018,3124,3212,2018-03-16,-13,1,50,20,4,0,-13,10,13,10,24,14,-3,3,9,-5,0
2018,3177,3328,2018-03-16,-7,0,11,5,-3,8,5,-7,-8,-2,10,11,3,-3,1,4,0
2018,3129,3257,2018-03-16,-15,1,-32,-16,-3,2,20,-2,-1,-3,-18,-11,-1,-2,-1,3,1
2018,3173,3266,2018-03-16,-1,0,-19,-8,-11,-9,-13,6,5,1,5,-10,9,-7,1,-2,1
2018,3268,3343,2018-03-16,-7,0,20,8,7,3,-6,1,2,9,9,1,0,-1,-4,0,0
2018,3276,3294,2018-03-16,-3,0,14,7,-1,-4,-15,4,8,4,11,-2,2,-2,-1,-4,0
2018,3278,3453,2018-03-16,3,0,12,-1,-12,1,-11,13,13,-9,3,-10,-3,4,-3,-10,0
2018,3189,3301,2018-03-16,-9,1,-27,-10,-1,-2,-1,-5,-1,2,-8,-2,4,-1,-2,0,1
2018,3169,3323,2018-03-16,-15,1,-18,-5,-7,0,3,-8,-11,-4,-1,-5,8,-6,6,8,1
2018,3332,3370,2018-03-16,-13,1,43,17,8,4,-2,5,7,6,13,15,-4,6,4,-3,0
2018,3333,3443,2018-03-16,-5,0,24,6,-4,2,1,10,8,6,15,10,6,-5,0,-3,0
2018,3299,3376,2018-03-16,-13,1,-11,-3,6,3,5,-8,-6,1,-11,3,-6,1,-5,4,1
2018,3251,3397,2018-03-16,-11,1,-40,-14,6,2,9,-14,-23,0,-16,-12,3,-4,-4,11,1
2018,3179,3401,2018-03-16,-9,1,-13,-3,-6,1,8,-8,-8,-2,1,10,7,-10,2,11,1
2018,3355,3437,2018-03-16,1,0,-7,2,-4,-13,-22,2,-3,-7,0,-5,0,4,2,2,1
2018,3143,3438,2018-03-16,3,0,-6,-1,-10,0,-2,-4,-2,-2,9,-6,9,-4,0,8,1
2018,3113,3304,2018-03-17,-3,0,11,4,9,-4,-6,7,7,13,9,3,2,3,-2,-4,0
2018,3138,3378,2018-03-17,5,0,23,1,-1,7,4,14,15,1,2,6,-4,2,4,-8,0
2018,3141,3261,2018-03-17,5,0,9,0,-13,5,5,4,5,0,13,3,10,-4,-2,-1,0
2018,3163,3384,2018-03-17,-15,1,88,41,10,-2,-38,8,11,5,34,29,-8,6,1,-10,0
2018,3166,3234,2018-03-17,5,0,6,-1,2,6,12,2,8,-2,-9,-1,-7,2,2,-5,0
2018,3125,3181,2018-03-17,-7,0,-14,-2,-1,7,14,-17,-18,-1,-1,0,9,-7,0,7,1
2018,3195,3281,2018-03-17,7,0,10,4,-1,3,-7,-1,9,-1,-3,-1,-7,-1,-3,-4,0
2018,3114,3199,2018-03-17,-11,1,-42,-18,-13,0,2,-6,-15,-11,-11,-4,5,-7,-2,8,1
2018,3208,3273,2018-03-17,-9,1,5,3,-13,-3,-10,2,1,-3,14,7,8,-5,-1,1,0
2018,3280,3311,2018-03-17,-15,1,45,13,-3,3,-6,16,20,5,17,10,2,-1,2,-14,0
2018,3203,3326,2018-03-17,-11,1,-42,-15,7,0,9,-12,-15,-3,-22,-12,-3,2,-5,6,1
2018,3329,3393,2018-03-17,1,0,27,8,-1,1,-12,10,11,1,12,7,-3,4,-2,-6,0
2018,3274,3346,2018-03-17,1,0,-14,-1,-1,-8,-24,-4,3,5,3,-5,3,-1,-1,3,1
2018,3211,3390,2018-03-17,-9,1,-14,-7,-3,-6,-5,6,-1,-8,-7,-8,-4,2,-7,-3,1
2018,3263,3400,2018-03-17,-13,1,-29,-14,0,-3,11,2,4,-7,-24,-13,-9,4,0,-3,1
2018,3110,3417,2018-03-17,-11,1,-11,-2,-4,1,8,-8,-6,1,2,-1,7,-5,0,-2,1
2018,3124,3276,2018-03-18,-5,1,22,9,12,-5,-12,9,16,12,7,7,-10,10,7,-6,0
2018,3257,3266,2018-03-18,-7,1,18,12,-5,-2,-9,-4,-10,-2,18,12,8,-4,5,1,0
2018,3268,3301,2018-03-18,-1,1,-14,-3,3,-7,-9,-1,-4,1,-5,-5,-1,1,2,9,1
2018,3323,3437,2018-03-18,-8,1,26,11,15,-7,-12,11,7,15,14,5,-2,0,1,-6,0
2018,3278,3332,2018-03-18,-8,1,-28,-11,2,1,6,-7,-9,-4,-17,-7,-2,-3,-6,6,1
2018,3333,3397,2018-03-18,3,-1,7,-3,-25,0,-3,13,13,-11,9,0,5,-3,3,-7,0
2018,3376,3438,2018-03-18,-8,1,10,5,-3,-2,-7,2,5,0,10,6,-1,2,1,-2,0
2018,3177,3401,2018-03-18,-1,1,-1,4,1,5,16,-14,-20,-10,-2,17,-2,-1,0,12,1
2018,3138,3199,2018-03-19,8,-1,21,4,-11,2,-4,11,8,-8,7,-1,-1,3,2,-6,0
2018,3141,3326,2018-03-19,8,-1,17,-1,-11,3,-2,16,13,-1,12,0,0,-4,-2,-2,0
2018,3163,3346,2018-03-19,-8,1,25,9,-12,2,-12,5,5,-2,14,9,6,-4,5,0,0
2018,3181,3208,2018-03-19,1,-1,26,9,-18,3,-6,5,1,-11,15,2,5,1,-4,-4,0
2018,3280,3329,2018-03-19,-8,1,15,8,16,-2,-7,1,2,9,1,0,-6,2,-4,-4,0
2018,3195,3390,2018-03-19,-8,1,-20,-7,4,8,30,-14,-20,-12,-22,1,-8,-1,-6,8,1
2018,3113,3400,2018-03-19,-5,1,-20,-14,-1,1,4,7,10,-5,-16,-1,-8,5,-1,-6,1
2018,3166,3417,2018-03-19,-8,1,-22,-9,-11,3,8,-7,-11,-8,-2,3,8,-11,-3,2,1
2018,3257,3390,2018-03-23,-3,1,27,10,11,1,1,6,7,4,1,6,-8,2,-3,-3,0
2018,3280,3301,2018-03-23,-3,0,14,8,1,0,0,-2,-7,-5,3,7,-3,2,3,5,0
2018,3124,3333,2018-03-23,4,0,-5,4,18,-6,-3,-7,-8,7,-8,1,-5,3,4,0,1
2018,3400,3417,2018-03-23,1,0,-9,-3,-6,4,5,-7,-12,-5,1,5,6,-3,-1,3,1
2018,3163,3181,2018-03-24,-4,0,13,5,2,3,5,0,6,5,4,6,2,-3,5,-2,0
2018,3323,3401,2018-03-24,-3,0,6,4,-1,3,3,-5,-12,-4,7,9,-1,2,-3,1,0
2018,3141,3332,2018-03-24,-9,0,-14,-6,9,-2,1,0,-1,6,-8,-2,-1,4,-7,-4,1
2018,3138,3376,2018-03-24,-9,0,-16,-6,9,6,19,-10,-7,-7,-20,-6,-13,9,-3,3,1
2018,3257,3333,2018-03-25,-5,0,33,15,19,4,12,-1,-2,1,-5,11,-14,7,1,2,0
2018,3280,3417,2018-03-25,-2,0,16,4,-9,2,-6,6,7,-4,10,4,1,0,3,-8,0
2018,3163,3376,2018-03-26,-1,0,29,9,7,11,13,0,-5,-1,3,15,-6,2,2,0,0
2018,3323,3332,2018-03-26,-1,0,10,3,7,-1,-5,5,3,13,9,10,5,-6,-1,-5,0
2018,3257,3280,2018-03-30,0,0,-10,2,8,0,5,-14,-18,-2,-6,-2,-4,3,-4,8,1
2018,3163,3323,2018-03-30,0,0,-2,5,7,3,5,-15,-17,1,2,6,2,-2,3,7,1
2018,3280,3323,2018-04-01,0,0,-3,0,7,2,7,-5,0,6,-3,1,-2,0,1,4,1
2019,3113,3416,2019-03-22,-7,0,15,4,-5,4,3,3,2,2,13,6,7,-6,3,-4,0
2019,3138,3353,2019-03-22,3,0,11,-2,-14,8,2,7,4,-4,10,1,8,-2,1,-2,0
2019,3155,3377,2019-03-22,1,0,13,5,3,1,-13,2,3,-4,-3,-8,-6,5,-1,2,0
2019,3163,3406,2019-03-22,-13,1,49,18,-3,7,0,6,6,-9,10,12,-7,-2,2,-8,0
2019,3137,3199,2019-03-22,-7,0,-3,-4,-12,5,9,0,-3,-15,-6,5,-3,2,-2,-2,1
2019,3231,3400,2019-03-22,3,0,4,2,0,2,5,-2,-8,-14,-7,0,-10,7,-1,2,0
2019,3234,3273,2019-03-22,-13,1,5,0,-29,0,-10,5,9,-5,23,2,21,-16,0,-6,0
2019,3257,3352,2019-03-22,-15,1,35,14,2,2,-1,5,6,4,15,10,2,0,3,-4,0
2019,3266,3349,2019-03-22,-7,0,4,0,10,0,12,4,2,7,-4,-7,-4,2,-2,0,0
2019,3195,3274,2019-03-22,-9,1,-7,-1,16,6,25,-11,-14,1,-13,-4,-9,0,0,2,1
2019,3243,3276,2019-03-22,-1,0,-30,-15,-8,2,9,-2,3,-11,-20,-11,-4,6,2,-6,1
2019,3280,3380,2019-03-22,-15,1,57,21,13,-2,-3,17,25,10,13,7,-15,11,1,-15,0
2019,3179,3281,2019-03-22,-3,0,-1,1,7,3,1,-6,-5,2,-5,8,-3,-2,-2,4,1
2019,3332,3340,2019-03-22,-13,1,38,17,14,0,-5,4,4,12,15,7,-5,11,0,-3,0
2019,3125,3376,2019-03-22,-9,0,-22,-13,-4,2,10,2,0,-4,-12,-3,3,-3,-4,-3,1
2019,3401,3460,2019-03-22,-9,1,23,1,-24,0,-13,21,28,-8,13,6,3,-3,1,-12,0
2019,3101,3124,2019-03-23,-15,1,-57,-17,-6,-3,18,-20,-24,-13,-23,-19,5,-5,-8,8,1
2019,3120,3140,2019-03-23,-3,0,-9,-4,16,-1,8,0,0,14,-7,-5,-5,7,-6,0,1
2019,3143,3314,2019-03-23,-1,0,20,6,0,3,11,5,2,7,14,7,6,-5,-2,-4,0
2019,3114,3211,2019-03-23,-7,0,-17,-5,7,-1,7,-6,-4,-2,-14,-5,-7,6,-5,-1,1
2019,3235,3308,2019-03-23,-11,1,36,13,-7,1,-3,9,9,3,23,12,4,-3,4,-5,0
2019,3246,3343,2019-03-23,-5,0,5,-3,-10,2,-1,9,13,-9,-3,-3,-9,6,0,-6,0
2019,3268,3347,2019-03-23,-11,1,22,12,2,-1,-8,-1,-3,-1,7,10,-4,4,0,4,0
2019,3141,3277,2019-03-23,1,0,-1,1,2,1,5,-4,-3,-1,-2,2,0,-2,-2,-3,1
2019,3177,3283,2019-03-23,5,0,-11,-1,12,-1,15,-8,-9,0,-11,1,-7,5,3,9,1
2019,3263,3301,2019-03-23,-11,1,-12,-4,7,5,16,-9,-12,0,-9,2,-2,3,4,4,1
2019,3126,3323,2019-03-23,-15,1,-42,-20,-6,4,24,-6,-7,-4,-17,-13,-6,-6,-5,7,1
2019,3129,3333,2019-03-23,-9,1,-5,-4,17,6,15,-3,-11,0,-17,-7,-11,3,-3,6,1
2019,3346,3355,2019-03-23,-5,0,-11,-1,5,-4,-3,-5,-3,-4,-11,-3,-7,5,1,3,1
2019,3390,3413,2019-03-23,-13,1,25,16,10,3,-4,-10,-7,3,7,10,-2,6,1,6,0
2019,3200,3393,2019-03-23,-11,1,-21,-10,-4,1,20,-2,-1,4,-2,-2,6,-8,-2,-1,1
2019,3397,3417,2019-03-23,-5,0,-12,-1,-8,-3,-5,-7,0,-2,-1,2,7,-3,-1,3,1
2019,3113,3274,2019-03-24,1,-1,2,-1,6,5,5,-1,2,-1,-10,9,-8,7,-1,-2,0
2019,3138,3163,2019-03-24,-8,1,-12,-4,13,-1,1,-3,-12,7,-4,-10,0,2,-6,4,1
2019,3234,3281,2019-03-24,-5,1,16,5,-8,-4,-18,10,12,-4,9,2,-3,4,1,-2,0
2019,3257,3276,2019-03-24,-7,1,21,9,21,5,17,-2,-4,6,-5,6,-11,6,2,-2,0
2019,3155,3280,2019-03-24,-8,1,-24,-7,1,0,1,-10,-16,-4,-9,-7,6,2,-2,7,1
2019,3231,3332,2019-03-24,-8,1,-23,-5,-3,-9,-12,-4,-2,-5,-9,-13,1,-1,-3,-1,1
2019,3199,3376,2019-03-24,-1,1,-8,3,20,-1,2,-13,-13,17,0,-2,1,0,-6,9,1
2019,3266,3401,2019-03-24,-1,1,-2,-3,-12,2,8,2,-2,-10,2,5,2,3,-1,5,1
2019,3124,3143,2019-03-25,-7,1,39,18,20,0,-3,3,0,14,12,17,-5,2,5,-3,0
2019,3235,3283,2019-03-25,8,-1,-9,-4,-2,-5,-1,4,5,4,-3,-2,3,-2,1,-5,1
2019,3246,3301,2019-03-25,-3,1,-15,-1,19,-1,8,-12,-18,-2,-17,-6,-11,7,0,10,1
2019,3277,3323,2019-03-25,-8,1,-28,-10,-6,1,6,-9,-12,-4,-8,-2,5,-3,-4,2,1
2019,3211,3333,2019-03-25,-1,1,-6,4,7,-2,-2,-12,-13,-3,-5,-4,-6,2,1,12,1
2019,3355,3393,2019-03-25,3,-1,11,1,-5,4,0,5,6,1,7,9,2,1,-1,-7,0
2019,3140,3390,2019-03-25,-5,1,-9,-1,2,-4,-17,-3,-11,-2,-1,-6,-2,3,-2,7,1
2019,3268,3417,2019-03-25,3,-1,-5,3,-12,-6,-11,-5,4,-7,3,0,2,1,6,3,1
2019,3163,3417,2019-03-29,-4,1,8,6,-9,-2,-7,-2,1,-7,4,3,3,1,1,1,0
2019,3257,3333,2019-03-29,-3,0,17,6,1,5,-5,0,-2,-7,-1,6,-7,3,0,5,0
2019,3113,3280,2019-03-29,-4,0,-23,-4,1,3,10,-18,-23,-3,-8,4,9,-2,2,9,1
2019,3332,3355,2019-03-29,-4,1,10,5,-17,-1,-4,1,3,-12,9,4,3,-2,5,-1,0
2019,3124,3376,2019-03-30,-3,0,25,16,8,-3,-15,-4,-3,9,15,11,3,2,2,2,0
2019,3234,3301,2019-03-30,-1,-1,18,7,-13,3,0,1,0,-11,9,13,2,0,-1,3,0
2019,3323,3401,2019-03-30,-3,1,7,4,0,-6,-7,5,5,6,11,10,2,-1,0,-5,0
2019,3283,3390,2019-03-30,-9,0,-9,-1,-5,-1,-16,-6,-8,-7,0,-4,2,-3,-2,0,1
2019,3163,3257,2019-03-31,1,1,7,-4,-11,10,4,5,3,-1,7,-2,8,-5,3,-3,0
2019,3280,3332,2019-03-31,1,1,-4,-1,5,-5,-12,3,5,3,-4,3,-2,2,1,1,1
2019,3124,3234,2019-04-01,-1,0,32,19,14,-2,-2,-4,-7,7,14,4,1,1,5,2,0
2019,3323,3390,2019-04-01,-1,1,16,6,7,-7,-12,11,10,5,5,5,-5,6,4,-2,0
2019,3124,3332,2019-04-05,-1,0,5,6,-11,-12,-29,5,8,-5,10,4,0,-2,5,-4,0
2019,3163,3323,2019-04-05,-1,0,-5,1,-4,1,8,-8,-7,-11,-6,-4,-2,1,3,2,1
2019,3124,3323,2019-04-07,0,0,1,11,1,-5,-6,-16,-15,-6,1,3,-2,1,4,7,0
2021,3124,3238,2021-03-21,-13,0,49,17,9,4,-4,11,9,7,17,10,-4,2,3,-4,0
2021,3163,3219,2021-03-21,-15,0,43,22,10,-6,-25,5,5,10,19,13,-3,3,5,-3,0
2021,3210,3372,2021-03-21,-7,0,2,3,-1,-4,-5,0,5,5,0,-1,-2,4,1,-5,0
2021,3141,3234,2021-03-21,-7,0,-15,-6,0,1,4,-4,-1,1,-5,-7,-1,0,-1,2,1
2021,3226,3246,2021-03-21,-9,0,-8,-2,-6,-1,4,-3,0,-8,-5,-3,-2,1,2,3,1
2021,3195,3276,2021-03-21,-5,0,-21,-5,4,1,9,-12,-12,-5,-14,-7,-6,4,-1,7,1
2021,3299,3301,2021-03-21,-15,0,-21,-4,4,-4,-5,-9,-9,-3,-9,-5,-4,-1,0,7,1
2021,3329,3448,2021-03-21,-1,0,23,11,4,1,-2,0,1,0,3,8,-4,1,6,-5,0
2021,3199,3333,2021-03-21,-1,0,-24,-10,4,1,4,-5,-8,-5,-11,-2,-2,0,3,2,1
2021,3273,3376,2021-03-21,-15,0,-26,-4,3,0,-3,-18,-25,-12,-13,2,-5,1,0,10,1
2021,3378,3450,2021-03-21,-1,0,4,5,3,-3,-8,-3,-2,2,3,-4,-3,-2,-1,-4,0
2021,3390,3430,2021-03-21,-15,0,43,20,7,11,18,-8,-13,1,12,17,-3,6,7,3,0
2021,3355,3393,2021-03-21,-1,0,-17,-5,-8,-8,-11,1,-1,-1,3,-5,11,-9,-12,3,1
2021,3292,3397,2021-03-21,-11,0,-25,-10,5,8,21,-13,-17,-16,-24,-3,-9,0,-7,3,1
2021,3266,3439,2021-03-21,-3,0,-7,0,-5,0,-4,-7,-6,-5,3,0,2,-1,-3,4,1
2021,3250,3452,2021-03-21,-9,0,-24,-11,7,2,15,-4,-5,-1,-15,-4,-1,-4,-2,1,1
2021,3104,3314,2021-03-22,-3,0,9,3,-7,1,-2,2,5,0,12,6,7,0,-1,-2,0
2021,3112,3392,2021-03-22,-11,0,35,19,9,6,2,-9,-6,-3,2,10,-8,11,4,7,0
2021,3125,3211,2021-03-22,7,0,5,1,16,1,5,2,-2,-3,-16,-3,-13,6,0,0,0
2021,3140,3353,2021-03-22,5,0,3,-2,7,4,11,3,0,5,-5,5,-1,-6,1,0,0
2021,3180,3208,2021-03-22,-11,0,-14,0,8,-1,6,-13,-18,-4,-9,-1,-6,4,-4,13,1
2021,3231,3433,2021-03-22,-9,0,31,11,-3,3,10,6,7,-7,6,1,-6,2,7,-3,0
2021,3235,3277,2021-03-22,-3,0,4,-3,-6,4,5,6,7,-4,2,1,1,1,-1,-8,0
2021,3257,3265,2021-03-22,-13,0,31,15,7,5,11,-4,-12,-1,6,4,-4,8,5,13,0
2021,3268,3291,2021-03-22,-13,0,53,19,4,-3,-23,18,20,4,14,10,-8,3,0,-10,0
2021,3283,3413,2021-03-22,-7,0,19,7,11,-7,-16,12,18,11,10,-5,-3,7,-2,-6,0
2021,3321,3416,2021-03-22,-3,0,11,1,-14,0,-3,9,9,-11,-3,9,-6,3,5,-8,0
2021,3332,3377,2021-03-22,-5,0,20,10,-20,1,-11,-1,-7,-9,18,6,7,-2,6,6,0
2021,3133,3400,2021-03-22,-5,0,-19,-6,-16,-2,-3,-5,-5,-11,2,-4,4,-2,5,6,1
2021,3401,3407,2021-03-22,-13,0,4,-2,-5,0,-13,8,7,-5,2,-1,-7,3,-2,-12,0
2021,3417,3461,2021-03-22,-11,0,21,10,13,-1,-1,2,0,10,10,6,-3,4,2,5,0
2021,3116,3460,2021-03-22,9,0,-4,-8,-12,1,10,11,13,-8,-7,-3,1,-5,0,-7,1
2021,3124,3439,2021-03-23,-5,0,42,19,17,-3,-12,7,12,14,12,5,-7,4,13,-9,0
2021,3163,3393,2021-03-23,-7,0,36,11,-8,2,0,12,14,-8,9,9,-7,7,-1,-4,0
2021,3210,3452,2021-03-23,1,0,17,8,8,2,-1,-1,1,5,4,-1,0,0,0,-6,0
2021,3234,3246,2021-03-23,1,0,14,9,-13,3,-8,-7,-10,-11,12,1,8,-9,0,-2,0
2021,3276,3397,2021-03-23,3,0,15,2,-2,4,6,7,8,-3,3,8,-3,5,-6,-7,0
2021,3301,3378,2021-03-23,-7,0,12,2,-11,-3,-14,11,11,-8,5,5,2,-1,-2,-5,0
2021,3333,3376,2021-03-23,-7,0,-17,-4,-5,2,4,-11,-12,-7,-10,3,2,-4,0,3,1
2021,3329,3390,2021-03-23,-7,0,-11,-4,-2,-7,-7,4,3,-1,-2,-2,0,3,-4,3,1
2021,3112,3140,2021-03-24,-8,0,6,3,8,0,1,0,6,6,-4,-1,-5,8,0,-4,0
2021,3125,3231,2021-03-24,-8,0,-22,-5,10,4,20,-16,-20,3,-11,-2,6,-2,1,12,1
2021,3257,3321,2021-03-24,-5,0,9,-1,-8,0,4,11,9,2,11,-4,6,-6,-2,-4,0
2021,3104,3268,2021-03-24,-5,0,-36,-19,-14,1,7,1,1,-4,-9,-9,7,-6,-3,-5,1
2021,3283,3460,2021-03-24,-8,0,25,7,6,5,-2,6,2,4,9,10,0,0,-4,-5,0
2021,3208,3332,2021-03-24,3,0,-7,-1,12,-4,1,-1,-2,6,-4,-2,-2,-1,-1,4,1
2021,3400,3417,2021-03-24,3,0,9,4,-14,5,-2,-4,-6,-10,3,4,-1,-1,-3,1,0
2021,3235,3401,2021-03-24,-5,0,-2,-10,-19,12,11,6,3,-3,12,4,14,-2,-10,-8,1
2021,3112,3401,2021-03-27,1,0,15,4,10,11,21,-4,-1,1,-6,6,-11,11,2,2,0
2021,3124,3276,2021-03-27,-4,0,3,3,1,-6,-14,3,6,1,3,1,-2,2,0,-4,0
2021,3163,3234,2021-03-27,-4,0,20,14,13,-2,-6,-6,-6,8,12,12,-3,0,3,1,0
2021,3231,3301,2021-03-27,3,0,3,3,9,-7,-5,4,10,5,-1,-2,-8,9,1,-1,0
2021,3257,3332,2021-03-28,-4,0,18,8,7,2,-4,0,1,-3,0,3,-7,1,-3,-3,0
2021,3210,3376,2021-03-28,-4,0,-11,-4,4,-2,-2,-1,1,2,-6,-4,1,2,-3,2,1
2021,3283,3390,2021-03-28,-4,0,-27,-13,-7,-7,-17,6,9,3,-6,-13,3,-5,-4,0,1
2021,3268,3400,2021-03-28,4,0,-3,0,2,-1,7,-2,-5,0,0,5,3,-1,2,7,1
2021,3112,3231,2021-03-29,-1,0,13,4,6,9,12,-4,-4,5,3,0,-1,2,0,1,0
2021,3124,3163,2021-03-29,-1,0,-2,0,6,-6,-8,4,4,7,-1,4,-1,0,-5,0,1
2021,3376,3400,2021-03-30,-5,0,28,11,-4,0,-8,6,4,-1,14,7,-1,-1,11,-2,0
2021,3257,3390,2021-03-30,-1,0,-15,-4,-4,3,2,-10,-13,-5,-4,-5,2,-3,-4,11,1
2021,3112,3163,2021-04-02,2,0,10,0,-6,2,7,8,11,-1,4,-1,0,4,1,-2,0
2021,3376,3390,2021-04-02,0,0,-1,-1,7,4,12,-3,0,3,-2,-2,-1,-1,-7,0,1
2021,3112,3390,2021-04-04,-2,0,-1,-7,2,2,8,11,16,-3,-15,-10,-12,11,-3,-6,1
2022,3173,3177,2022-03-16,0,0,31,10,-5,8,3,3,1,-2,14,7,-2,-2,5,-6,0
2022,3224,3230,2022-03-16,0,0,4,3,16,-3,3,1,13,19,1,1,-2,3,0,-5,0
2022,3255,3291,2022-03-17,0,0,4,3,9,-3,-13,1,5,5,5,3,-1,-2,3,-3,0
2022,3199,3283,2022-03-17,0,0,-11,-8,-8,0,1,5,4,-3,-1,3,5,-7,-2,-5,1
2022,3124,3218,2022-03-18,-13,1,40,19,-6,-1,-13,3,9,1,21,12,1,0,1,-4,0
2022,3160,3166,2022-03-18,3,0,-10,1,11,-4,0,-8,-7,4,-3,1,-7,5,2,9,1
2022,3195,3439,2022-03-18,7,0,3,0,4,9,21,-6,-9,-5,-3,6,-7,6,0,5,0
2022,3173,3208,2022-03-18,-5,1,-16,-1,4,5,12,-19,-26,-8,-9,-3,-1,-1,-2,12,1
2022,3211,3304,2022-03-18,1,0,13,8,0,-4,-5,1,-3,-3,8,4,3,1,1,2,0
2022,3229,3234,2022-03-18,-13,1,-40,-12,16,-6,10,-10,-8,14,-12,-15,1,-5,-3,0,1
2022,3235,3426,2022-03-18,-11,1,7,1,3,0,4,5,10,4,1,-5,-2,-4,1,-6,0
2022,3210,3242,2022-03-18,-1,0,-19,-6,0,2,7,-9,-11,-3,-7,-2,4,0,0,-1,1
2022,3107,3257,2022-03-18,-15,1,-32,-13,-14,-2,0,-4,-9,-4,-1,-4,16,-11,-2,5,1
2022,3174,3268,2022-03-18,-9,1,-31,-10,14,-3,5,-8,-8,3,-12,-8,0,-1,-1,5,1
2022,3274,3378,2022-03-18,-1,0,12,6,-3,-1,0,1,0,-5,4,0,-1,-3,3,-3,0
2022,3224,3376,2022-03-18,-15,1,-58,-20,-25,-7,-29,-11,-17,-22,-13,-18,6,-5,-2,9,1
2022,3279,3377,2022-03-18,3,0,-14,-6,7,0,-4,-2,-2,6,-6,-3,1,-5,3,5,1
2022,3286,3390,2022-03-18,-15,1,-41,-14,0,-5,2,-8,-13,-7,-14,-11,0,-2,-7,4,1
2022,3193,3400,2022-03-18,-13,1,-18,-10,-16,-1,-1,3,-3,-11,-1,-7,7,0,-2,-2,1
2022,3116,3428,2022-03-18,-3,0,-23,-4,17,-11,-8,-4,-5,2,-20,-15,-11,7,5,-1,1
2022,3112,3424,2022-03-19,-9,1,5,-1,7,-1,3,8,12,-2,-9,-1,-9,10,2,4,0
2022,3125,3332,2022-03-19,7,0,3,-3,-3,8,15,1,3,-8,-5,2,-8,4,-11,-5,0
2022,3163,3273,2022-03-19,-13,1,45,17,11,9,15,2,5,10,12,15,-3,6,0,-3,0
2022,3150,3231,2022-03-19,-11,1,-34,-15,-10,-3,-6,-1,2,-1,-7,-16,8,-6,0,5,1
2022,3243,3450,2022-03-19,1,0,10,0,-3,0,-8,10,8,-2,-1,2,-6,4,1,-12,0
2022,3238,3261,2022-03-19,-11,1,-6,-5,-6,6,6,-2,-2,3,0,-7,4,-5,-5,3,1
2022,3110,3276,2022-03-19,-11,1,-35,-15,-9,-4,4,-1,-6,-5,-5,-11,9,-6,0,8,1
2022,3255,3301,2022-03-19,-15,1,-28,-13,-3,1,7,-3,-6,-3,-5,-6,2,-5,-3,-1,1
2022,3314,3372,2022-03-19,-7,0,13,4,-9,0,-6,5,7,-6,6,4,3,-2,2,-7,0
2022,3269,3323,2022-03-19,-7,0,-11,-5,5,0,-1,-1,-5,-4,-11,-3,-4,4,-3,5,1
2022,3283,3326,2022-03-19,-5,0,-7,2,7,-3,-16,-8,-13,8,11,-1,11,-8,-1,2,1
2022,3237,3328,2022-03-19,-9,1,-6,-1,9,-1,10,-3,-8,4,-7,-3,-1,-2,1,1,1
2022,3246,3343,2022-03-19,5,0,-7,-6,3,1,5,4,4,4,-6,1,-3,2,-1,3,1
